"name","CountryCode","id","lat","lon","1961 cotton_total","1962 cotton_total","1963 cotton_total","1964 cotton_total","1965 cotton_total","1966 cotton_total","1967 cotton_total","1968 cotton_total","1969 cotton_total","1970 cotton_total","1971 cotton_total","1972 cotton_total","1973 cotton_total","1974 cotton_total","1975 cotton_total","1976 cotton_total","1977 cotton_total","1978 cotton_total","1979 cotton_total","1980 cotton_total","1981 cotton_total","1982 cotton_total","1983 cotton_total","1984 cotton_total","1985 cotton_total","1986 cotton_total","1987 cotton_total","1988 cotton_total","1989 cotton_total","1990 cotton_total","1991 cotton_total","1992 cotton_total","1993 cotton_total","1994 cotton_total","1995 cotton_total","1996 cotton_total","1997 cotton_total","1998 cotton_total","1999 cotton_total","2000 cotton_total","2001 cotton_total","2002 cotton_total","2003 cotton_total","2004 cotton_total","2005 cotton_total","2006 cotton_total","2007 cotton_total","2008 cotton_total","2009 cotton_total","2010 cotton_total","2011 cotton_total","2012 cotton_total",,,"1961 cotton_pc","1962 cotton_pc","1963 cotton_pc","1964 cotton_pc","1965 cotton_pc","1966 cotton_pc","1967 cotton_pc","1968 cotton_pc","1969 cotton_pc","1970 cotton_pc","1971 cotton_pc","1972 cotton_pc","1973 cotton_pc","1974 cotton_pc","1975 cotton_pc","1976 cotton_pc","1977 cotton_pc","1978 cotton_pc","1979 cotton_pc","1980 cotton_pc","1981 cotton_pc","1982 cotton_pc","1983 cotton_pc","1984 cotton_pc","1985 cotton_pc","1986 cotton_pc","1987 cotton_pc","1988 cotton_pc","1989 cotton_pc","1990 cotton_pc","1991 cotton_pc","1992 cotton_pc","1993 cotton_pc","1994 cotton_pc","1995 cotton_pc","1996 cotton_pc","1997 cotton_pc","1998 cotton_pc","1999 cotton_pc","2000 cotton_pc","2001 cotton_pc","2002 cotton_pc","2003 cotton_pc","2004 cotton_pc","2005 cotton_pc","2006 cotton_pc","2007 cotton_pc","2008 cotton_pc","2009 cotton_pc","2010 cotton_pc","2011 cotton_pc","2012 cotton_pc",,,"1961 green_total","1962 green_total","1963 green_total","1964 green_total","1965 green_total","1966 green_total","1967 green_total","1968 green_total","1969 green_total","1970 green_total","1971 green_total","1972 green_total","1973 green_total","1974 green_total","1975 green_total","1976 green_total","1977 green_total","1978 green_total","1979 green_total","1980 green_total","1981 green_total","1982 green_total","1983 green_total","1984 green_total","1985 green_total","1986 green_total","1987 green_total","1988 green_total","1989 green_total","1990 green_total","1991 green_total","1992 green_total","1993 green_total","1994 green_total","1995 green_total","1996 green_total","1997 green_total","1998 green_total","1999 green_total","2000 green_total","2001 green_total","2002 green_total","2003 green_total","2004 green_total","2005 green_total","2006 green_total","2007 green_total","2008 green_total","2009 green_total","2010 green_total","2011 green_total","2012 green_total",,,,"1961 blue_total","1962 blue_total","1963 blue_total","1964 blue_total","1965 blue_total","1966 blue_total","1967 blue_total","1968 blue_total","1969 blue_total","1970 blue_total","1971 blue_total","1972 blue_total","1973 blue_total","1974 blue_total","1975 blue_total","1976 blue_total","1977 blue_total","1978 blue_total","1979 blue_total","1980 blue_total","1981 blue_total","1982 blue_total","1983 blue_total","1984 blue_total","1985 blue_total","1986 blue_total","1987 blue_total","1988 blue_total","1989 blue_total","1990 blue_total","1991 blue_total","1992 blue_total","1993 blue_total","1994 blue_total","1995 blue_total","1996 blue_total","1997 blue_total","1998 blue_total","1999 blue_total","2000 blue_total","2001 blue_total","2002 blue_total","2003 blue_total","2004 blue_total","2005 blue_total","2006 blue_total","2007 blue_total","2008 blue_total","2009 blue_total","2010 blue_total","2011 blue_total","2012 blue_total",,,,"1961 green_pc","1962 green_pc","1963 green_pc","1964 green_pc","1965 green_pc","1966 green_pc","1967 green_pc","1968 green_pc","1969 green_pc","1970 green_pc","1971 green_pc","1972 green_pc","1973 green_pc","1974 green_pc","1975 green_pc","1976 green_pc","1977 green_pc","1978 green_pc","1979 green_pc","1980 green_pc","1981 green_pc","1982 green_pc","1983 green_pc","1984 green_pc","1985 green_pc","1986 green_pc","1987 green_pc","1988 green_pc","1989 green_pc","1990 green_pc","1991 green_pc","1992 green_pc","1993 green_pc","1994 green_pc","1995 green_pc","1996 green_pc","1997 green_pc","1998 green_pc","1999 green_pc","2000 green_pc","2001 green_pc","2002 green_pc","2003 green_pc","2004 green_pc","2005 green_pc","2006 green_pc","2007 green_pc","2008 green_pc","2009 green_pc","2010 green_pc","2011 green_pc","2012 green_pc",,,,"1961 blue_pc","1962 blue_pc","1963 blue_pc","1964 blue_pc","1965 blue_pc","1966 blue_pc","1967 blue_pc","1968 blue_pc","1969 blue_pc","1970 blue_pc","1971 blue_pc","1972 blue_pc","1973 blue_pc","1974 blue_pc","1975 blue_pc","1976 blue_pc","1977 blue_pc","1978 blue_pc","1979 blue_pc","1980 blue_pc","1981 blue_pc","1982 blue_pc","1983 blue_pc","1984 blue_pc","1985 blue_pc","1986 blue_pc","1987 blue_pc","1988 blue_pc","1989 blue_pc","1990 blue_pc","1991 blue_pc","1992 blue_pc","1993 blue_pc","1994 blue_pc","1995 blue_pc","1996 blue_pc","1997 blue_pc","1998 blue_pc","1999 blue_pc","2000 blue_pc","2001 blue_pc","2002 blue_pc","2003 blue_pc","2004 blue_pc","2005 blue_pc","2006 blue_pc","2007 blue_pc","2008 blue_pc","2009 blue_pc","2010 blue_pc","2011 blue_pc","2012 blue_pc",,,,"1961 water_pc","1962 water_pc","1963 water_pc","1964 water_pc","1965 water_pc","1966 water_pc","1967 water_pc","1968 water_pc","1969 water_pc","1970 water_pc","1971 water_pc","1972 water_pc","1973 water_pc","1974 water_pc","1975 water_pc","1976 water_pc","1977 water_pc","1978 water_pc","1979 water_pc","1980 water_pc","1981 water_pc","1982 water_pc","1983 water_pc","1984 water_pc","1985 water_pc","1986 water_pc","1987 water_pc","1988 water_pc","1989 water_pc","1990 water_pc","1991 water_pc","1992 water_pc","1993 water_pc","1994 water_pc","1995 water_pc","1996 water_pc","1997 water_pc","1998 water_pc","1999 water_pc","2000 water_pc","2001 water_pc","2002 water_pc","2003 water_pc","2004 water_pc","2005 water_pc","2006 water_pc","2007 water_pc","2008 water_pc","2009 water_pc","2010 water_pc","2011 water_pc","2012 water_pc"
"Estonia",63,233,59,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676.8,3353.6,5030.4,6707.2,8384,8533.2,8682.4,8831.6,8980.8,9130,9192,9254,9316,9378,9440,9459.6,9479.2,9498.8,9518.4,9538,9542.4,9546.8,9551.2,9555.6,9560
"Ethiopia PDR",62,230,8,38,6200,11000,6800,7500,10200,24700,31300,35200,41100,48700,30140,34650,39890,45130,45050,59310,61855,54000,54000,81000,81000,81000,60000,60000,66000,60000,60000,63000,54000,57000,36000,30000,,,,,,,,,,,,,,,,,,,,,,,0.257,0.445,0.269,0.289,0.383,0.906,1.12,1.228,1.398,1.612,0.969,1.082,1.21,1.333,1.301,1.682,1.728,1.487,1.463,2.151,2.099,2.041,1.466,1.421,1.513,1.332,1.29,1.311,1.088,1.111,0.679,0.547,,,,,,,,,,,,,,,,,,,,,,,26635.373,46835.329,29269.12,32051.818,44773.702,108132.584,137103.803,154223.159,180411.68,213482.47,132243.897,152098.898,175042.289,197985.679,197605.512,260345.906,271531.884,237037.244,237037.244,355555.866,355555.866,355555.866,263374.715,263374.715,289712.187,263374.715,263374.715,276543.451,237037.244,250205.98,158024.829,131687.358,,,,,,,,,,,,,,,,,,,,,,,,14384.74,25293.958,15807.125,17309.953,24180.553,58398.246,74044.486,83289.992,97433.404,115293.664,71419.838,82142.76,94533.602,106924.444,106719.13,140602.802,146643.918,128014.691,128014.691,192022.036,192022.036,192022.036,142238.545,142238.545,156462.4,142238.545,142238.545,149350.473,128014.691,135126.618,85343.127,71119.273,,,,,,,,,,,,,,,,,,,,,,,,1.105,1.897,1.157,1.235,1.683,3.966,4.906,5.382,6.135,7.066,4.254,4.749,5.309,5.848,5.707,7.382,7.584,6.527,6.423,9.442,9.214,8.96,6.437,6.236,6.643,5.849,5.663,5.756,4.775,4.876,2.978,2.401,,,,,,,,,,,,,,,,,,,,,,,,0.597,1.024,0.625,0.667,0.909,2.142,2.65,2.907,3.313,3.816,2.297,2.565,2.867,3.158,3.082,3.987,4.096,3.525,3.469,5.099,4.976,4.839,3.476,3.368,3.588,3.159,3.058,3.109,2.579,2.633,1.609,1.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ethiopia",238,231,8,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,40800,44000,45000,45000,45000,44000,44000,40000,57000,57000,63000,60000,88000,90000,80000,67000,55000,60000,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.739,0.772,0.765,0.743,0.722,0.686,0.666,0.589,0.815,0.792,0.851,0.788,1.124,1.119,0.968,0.79,0.631,0.671,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146582.438,191275.103,187341.317,197531.037,197531.037,197531.037,196041.528,196041.528,181383.285,258906.191,258906.191,267843.24,263374.715,548686.865,542965.67,449768.685,378203.811,238526.752,272074.927,362766.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79163.532,103300.32,101175.834,106678.909,106678.909,106678.909,105874.483,105874.483,97958.13,139825.267,139825.267,144651.823,142238.545,296324.655,293234.857,242902.753,204253.319,128819.117,146937.195,195916.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.747,3.465,3.285,3.359,3.26,3.168,3.056,2.969,2.669,3.701,3.596,3.616,3.458,7.008,6.75,5.444,4.458,2.739,3.044,3.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.484,1.871,1.774,1.814,1.761,1.711,1.65,1.604,1.441,1.999,1.942,1.953,1.867,3.785,3.645,2.94,2.408,1.479,1.644,2.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.4,806.8,1210.2,1613.6,2017,1967,1917,1867,1817,1767,1727.6,1688.2,1648.8,1609.4,1570,1538,1506,1474,1442,1410
"Falkland Islands (Malvinas)",65,238,-51.75,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faroe Islands",64,234,62,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fiji",66,242,-18,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67654,67654,65824,63994,62164,60334,58504,57318.8,56133.6,54948.4,53763.2,52578,51610.8,50643.6,49676.4,48709.2,47742,46741.6,45741.2,44740.8,43740.4,42740,42100.6,41461.2,40821.8,40182.4,39543,39309.2,39075.4,38841.6,38607.8,38374,37899.8,37425.6,36951.4,36477.2,36003,35800,35597,35394,35191,34988,34828.8,34669.6,34510.4,34351.2,34192,33871.8,33551.6,33231.4,32911.2,32591
"Finland",67,246,64,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24477,24477,24382,24287,24192,24097,24002,23938.8,23875.6,23812.4,23749.2,23686,23591.2,23496.4,23401.6,23306.8,23212,23128.2,23044.4,22960.6,22876.8,22793,22690.6,22588.2,22485.8,22383.4,22281,22194.2,22107.4,22020.6,21933.8,21847,21758.6,21670.2,21581.8,21493.4,21405,21357.2,21309.4,21261.6,21213.8,21166,21091.6,21017.2,20942.8,20868.4,20794,20707,20620,20533,20446,20359
"France",68,250,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497,4497,4447.4,4397.8,4348.2,4298.6,4249,4217.4,4185.8,4154.2,4122.6,4091,4065.8,4040.6,4015.4,3990.2,3965,3947.6,3930.2,3912.8,3895.4,3878,3857.8,3837.6,3817.4,3797.2,3777,3759.4,3741.8,3724.2,3706.6,3689,3675.4,3661.8,3648.2,3634.6,3621,3602.8,3584.6,3566.4,3548.2,3530,3507.4,3484.8,3462.2,3439.6,3417,3398.6,3380.2,3361.8,3343.4,3325
"French Guiana",69,254,4,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"French Polynesia",70,258,-15,-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon",74,266,-1,27699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334012,334012,331523.4,329034.8,326546.2,324057.6,321569,316675.4,311781.8,306888.2,301994.6,297101,289910,282719,275528,268337,261146,254220.6,247295.2,240369.8,233444.4,226519,220031.8,213544.6,207057.4,200570.2,194083,188364.2,182645.4,176926.6,171207.8,165489,160962.6,156436.2,151909.8,147383.4,142857,139692.2,136527.4,133362.6,130197.8,127033,124660.2,122287.4,119914.6,117541.8,115169,113107,111045,108983,106921,104859
"Gambia",75,270,13.4667,-16.5667,,,,,,,,,,9,32,40,162,268,268,728,1105,802,883,1339,2527,2241,726,2332,2113,1350,734,1803,2976,1754,1644,2200,3000,2400,1550,1300,1037,330,275,195,170,370,430,405,443,430,475,453,480,485,515,471,,,,,,,,,,,,0.02,0.07,0.084,0.331,0.53,0.514,1.358,2.002,1.412,1.509,2.217,4.043,3.458,1.079,3.327,2.887,1.76,0.913,2.139,3.378,1.913,1.732,2.245,2.976,2.314,1.454,1.186,0.92,0.285,0.231,0.159,0.134,0.283,0.319,0.291,0.308,0.29,0.311,0.287,0.295,0.289,0.297,0.263,,,,,,,,,,,,153.759,485.032,606.289,2490.16,3992.764,3160.259,11173.218,16488.588,12190.791,13435.871,19931.318,37729.987,33984.709,11108.216,36942.307,27049.555,18068.817,12755.732,28074.281,46772.942,26481.728,31231.655,40977.211,53102.999,44702.412,28176.554,25601.314,17608.533,5563.828,4636.524,3007.692,2611.418,5920.366,6899.176,6502.901,7182.939,7037.927,7667.971,6814.196,7552.975,7576.729,8135.509,7426.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,1.054,1.276,5.082,7.891,6.066,20.846,29.871,21.463,22.967,32.999,60.368,52.446,16.506,52.699,36.953,23.558,15.865,33.303,53.091,28.879,32.91,41.813,52.682,43.107,26.432,23.359,15.624,4.801,3.886,2.447,2.061,4.53,5.114,4.672,4.999,4.749,5.015,4.318,4.639,4.507,4.689,4.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20513,20513,20166.2,19819.4,19472.6,19125.8,18779,18301.8,17824.6,17347.4,16870.2,16393,15911.6,15430.2,14948.8,14467.4,13986,13548.6,13111.2,12673.8,12236.4,11799,11330.4,10861.8,10393.2,9924.6,9456,9112.2,8768.4,8424.6,8080.8,7737,7533,7329,7125,6921,6717,6536.4,6355.8,6175.2,5994.6,5814,5656.8,5499.6,5342.4,5185.2,5028,4899.2,4770.4,4641.6,4512.8,4384
"Georgia",73,268,42,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.2,4738.4,7107.6,9476.8,11846,12048.6,12251.2,12453.8,12656.4,12859,13025.2,13191.4,13357.6,13523.8,13690,13820.2,13950.4,14080.6,14210.8,14341,14415.6,14490.2,14564.8,14639.4,14714
"Germany",79,276,51,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079,2079,2063,2047,2031,2015,1999,1991.4,1983.8,1976.2,1968.6,1961,1960.6,1960.2,1959.8,1959.4,1959,1962.4,1965.8,1969.2,1972.6,1976,1975.8,1975.6,1975.4,1975.2,1975,1963.6,1952.2,1940.8,1929.4,1918,1908.6,1899.2,1889.8,1880.4,1871,1870.4,1869.8,1869.2,1868.6,1868,1867.6,1867.2,1866.8,1866.4,1866,1868.4,1870.8,1873.2,1875.6,1878
"Ghana",81,288,8,-2,,,,,,,,99,265,416,1230,1899,1676,2187,8878,7400,7300,7300,7100,6700,5200,4000,3800,6500,1500,6856,6873,6320,8093,11741,19990,29000,39000,23351,26290,34636,39042,44329,35000,30000,16600,14300,14800,16032,19209,19400,17500,22008,22659,23200,23650,24500,,,,,,,,,,0.012,0.032,0.048,0.139,0.209,0.179,0.228,0.903,0.738,0.716,0.705,0.673,0.62,0.468,0.348,0.319,0.528,0.118,0.523,0.51,0.456,0.569,0.803,1.329,1.874,2.452,1.429,1.569,2.017,2.222,2.467,1.904,1.594,0.86,0.723,0.729,0.769,0.898,0.884,0.777,0.952,0.956,0.956,0.953,0.966,,,,,,,,,,583.938,1701.472,2644.013,7751.273,11994.981,10149.523,15876.422,58169.303,45714.322,48894.048,44397.823,42888.882,40995.056,31364.08,25682.601,23049.604,40610.17,8506.919,43970.52,43823.386,39926.557,51825.188,78966.098,127831.733,179454.52,254901.585,149924.108,168798.895,222392.387,256106.467,291010.141,235963.321,215100.632,129738.352,94962.656,107165.431,104275.74,134860.343,127258.35,112361.379,141269.701,145445.048,149183.897,151735.973,157305.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,0.203,0.308,0.878,1.32,1.086,1.653,5.916,4.56,4.798,4.288,4.065,3.795,2.821,2.235,1.938,3.298,0.669,3.355,3.251,2.882,3.641,5.398,8.498,11.599,16.024,9.176,10.071,12.953,14.578,16.195,12.835,11.426,6.725,4.799,5.279,5.005,6.307,5.798,4.988,6.113,6.139,6.149,6.113,6.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7409,7409,7232.8,7056.6,6880.4,6704.2,6528,6383,6238,6093,5948,5803,5676.4,5549.8,5423.2,5296.6,5170,5051.2,4932.4,4813.6,4694.8,4576,4441,4306,4171,4036,3901,3800.4,3699.8,3599.2,3498.6,3398,3314.4,3230.8,3147.2,3063.6,2980,2913,2846,2779,2712,2645,2584.4,2523.8,2463.2,2402.6,2342,2290.2,2238.4,2186.6,2134.8,2083
"Gibraltar",82,292,36.1833,-5.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
